央卫咪咕,#genre#
博斯高贰Uktv,http://rihou.cc:555/tv/[Uk]博斯高贰
ELta体壹Uktv,http://rihou.cc:555/tv/[Uk]ELta体壹
VIUTV'粤Uktv,http://rihou.cc:555/tv/[Uk]VIUTV粤
VIUTV'英Uktv,http://rihou.cc:555/tv/[Uk]VIUTV英
RTHK-31Uktv,http://rihou.cc:555/tv/[Uk]RTHK-31
RTHK-32Uktv,http://rihou.cc:555/tv/[Uk]RTHK-32
KTSF_26Uktv,http://rihou.cc:555/tv/[Uk]KTSF26
⬇️闽南频测⬇️,http://rihou.cc:555/tv/v
民视新闻地波,http://rihou.cc:555/tv/[mn]民视新闻
中视新闻地波,http://rihou.cc:555/tv/[mn]中视新闻
华视新闻地波,http://rihou.cc:555/tv/[mn]华视新闻
台视新闻地波,http://rihou.cc:555/tv/[mn]台视新闻
公视闽南地波,http://rihou.cc:555/tv/[mn]公视闽南
民视闽南地波,http://rihou.cc:555/tv/[mn]民视闽南
中视闽南地波,http://rihou.cc:555/tv/[mn]中视闽南
华视闽南地波,http://rihou.cc:555/tv/[mn]华视闽南
台视闽南地波,http://rihou.cc:555/tv/[mn]台视闽南
公视闽语地波,http://rihou.cc:555/tv/[mn]公视闽语
公视综合地波,http://rihou.cc:555/tv/[mn]公视综合
民视南闽地波,http://rihou.cc:555/tv/[mn]民视南闽
民视第一地波,http://rihou.cc:555/tv/[mn]民视第一
中视经典地波,http://rihou.cc:555/tv/[mn]中视经典
中视菁采地波,http://rihou.cc:555/tv/[mn]中视菁采
华视教育地波,http://rihou.cc:555/tv/[mn]华视教育
台视综合地波,http://rihou.cc:555/tv/[mn]台视综合
台视财经地波,http://rihou.cc:555/tv/[mn]台视财经
⬇️特闽新闻⬇️,http://rihou.cc:555/tv/v
有线新闻欣赏,http://rihou.cc:555/tv/[Hv]有线新闻
有线新闻欣赏,http://rihou.cc:555/tv/[DB]有线新闻
有线新闻欣赏,http://rihou.cc:555/tv/[Mt]有线新闻
有线新闻欣赏,http://rihou.cc:555/tv/[FY]有线新闻
有线新闻欣赏,http://rihou.cc:555/tv/[Hk]有线新闻
无线新闻欣赏,http://rihou.cc:555/tv/[Pd]无线新闻
无线新闻欣赏,http://rihou.cc:555/tv/[Mt]无线新闻
无线新闻欣赏,http://rihou.cc:555/tv/[Hk]无线新闻
无线新闻欣赏,http://rihou.cc:555/tv/[SZ]无线新闻
无线新闻欣赏,http://rihou.cc:555/tv/[Bx]无线新闻
Now新闻欣赏,http://rihou.cc:555/tv/[Cx]Now新闻
Now新闻欣赏,http://rihou.cc:555/tv/[Hk]Now新闻
Now新闻欣赏,http://rihou.cc:555/tv/[Mt]Now新闻
中天新闻欣赏,http://rihou.cc:555/tv/[Hv]中天新聞
中天新闻欣赏,http://rihou.cc:555/tv/[SZ]中天新闻
中天新闻欣赏,http://rihou.cc:555/tv/[Bx]中天新闻
寰宇新闻欣赏,http://rihou.cc:555/tv/[Hk]寰宇新闻
东森新闻欣赏,http://rihou.cc:555/tv/[Hk]东森新闻
中视新闻欣赏,http://rihou.cc:555/tv/[Hk]中视新闻
民视新闻欣赏,http://rihou.cc:555/tv/[Hk]民视新闻
台视新闻欣赏,http://rihou.cc:555/tv/[Hk]台视新闻
年代新闻欣赏,http://rihou.cc:555/tv/[Hk]年代新闻
非凡新闻欣赏,http://rihou.cc:555/tv/[Hk]非凡新闻
闽镜新闻欣赏,http://rihou.cc:555/tv/[Hk]闽镜新闻
闽南综合欣赏,http://rihou.cc:555/tv/[Hk]闽南综合
tvbS新闻欣赏,http://rihou.cc:555/tv/[FY]tvbS新闻
tvbS闽南欣赏,http://rihou.cc:555/tv/[Hv]tvbS闽南
凤凰中文欣赏,http://rihou.cc:555/tv/[Pd]凤凰中文
凤凰中文欣赏,http://rihou.cc:555/tv/[Bx]凤凰中文
凤凰资讯欣赏,http://rihou.cc:555/tv/[Pd]凤凰资讯
凤凰资讯欣赏,http://rihou.cc:555/tv/[Bx]凤凰资讯
凤凰香港欣赏,http://rihou.cc:555/tv/[Pd]凤凰香港
凤凰香港欣赏,http://rihou.cc:555/tv/[Bx]凤凰香港
⬇️特闽电影⬇️,http://rihou.cc:555/tv/v
pₒₚc电影欣赏,http://rihou.cc:555/tv/[Hv]pₒₚc电影
pₒₚc电影欣赏,http://rihou.cc:555/tv/[Bx]pₒₚc电影
cm+电影欣赏,http://rihou.cc:555/tv/[Hv]cm电影
Now星影国赏,http://rihou.cc:555/tv/[Hv]Now星影
Now星影粤赏,http://rihou.cc:555/tv/[Bx]Now星影
Now爆谷国赏,http://rihou.cc:555/tv/[Hv]Now爆谷
Now爆谷粤赏,http://rihou.cc:555/tv/[Bx]Now爆谷
东森电影欣赏,http://rihou.cc:555/tv/[Hk]东森电影
纬来电影欣赏,http://rihou.cc:555/tv/[Hk]纬来电影
龙祥电影欣赏,http://rihou.cc:555/tv/[Hk]龙祥电影
美亚电影粤赏,http://rihou.cc:555/tv/[Hv]美亚电影
美亚电影国赏,http://rihou.cc:555/tv/[Hv]美亚电影|
美亚电影闽赏,http://rihou.cc:555/tv/[Bx]美亚电影
天映电影欣赏,http://rihou.cc:555/tv/[Hk]天映电影
天映频道欣赏,http://rihou.cc:555/tv/[Hk]天映频道
天映经典欣赏,http://rihou.cc:555/tv/[Hk]天映经典
重温经典欣赏,http://rihou.cc:555/tv/[Pd]重温经典
邵氏电影欣赏,http://rihou.cc:555/tv/[FY]邵氏电影
邵氏武侠欣赏,http://rihou.cc:555/tv/[FY]邵氏武侠
邵氏动作欣赏,http://rihou.cc:555/tv/[FY]邵氏动作
邵氏喜剧欣赏,http://rihou.cc:555/tv/[FY]邵氏喜剧
⬇️特区资讯⬇️,http://rihou.cc:555/tv/v
Plus综合欣赏,http://rihou.cc:555/tv/[Pd]Plus综合
Plus综合欣赏,http://rihou.cc:555/tv/[Mt]Plus综合
Plus综合欣赏,http://rihou.cc:555/tv/[Bx]Plus综合
有线综合欣赏,http://rihou.cc:555/tv/[Mt]有线综合
有线综合欣赏,http://rihou.cc:555/tv/[Cx]有线综合
有线亚剧欣赏,http://rihou.cc:555/tv/[Pd]有线亚剧
有线赛讯欣赏,http://rihou.cc:555/tv/[Mt]有线赛讯
无线翡翠欣赏,http://rihou.cc:555/tv/[Mt]无线翡翠
无线翡翠欣赏,http://rihou.cc:555/tv/[Bx]无线翡翠
无线翡翠欣赏,http://rihou.cc:555/tv/[SZ]无线翡翠
无线华丽粤赏,http://rihou.cc:555/tv/[Pd]无线华丽
无线华丽国赏,http://rihou.cc:555/tv/[FY]无线华丽
无线明珠欣赏,http://rihou.cc:555/tv/[Mt]无线明珠
无线明珠欣赏,http://rihou.cc:555/tv/[Bx]无线明珠
无线翡剧欣赏,http://rihou.cc:555/tv/[Hv]无线翡剧
无线明剧欣赏,http://rihou.cc:555/tv/[Hv]无线明剧
无线星河国赏,http://rihou.cc:555/tv/[Hv]无线星河
无线星河粤赏,http://rihou.cc:555/tv/[Pd]无线星河
无线功夫国赏,http://rihou.cc:555/tv/[Hv]无线功夫
无线功夫粤赏,http://rihou.cc:555/tv/[Pd]无线功夫
无线千禧欣赏,http://rihou.cc:555/tv/[Bx]无线千禧
无线生活欣赏,http://rihou.cc:555/tv/[Hv]无线生活
无线娱乐欣赏,http://rihou.cc:555/tv/[PL]无线娱乐
无线赛马欣赏,http://rihou.cc:555/tv/[Bx]无线赛马
无线奖门欣赏,http://rihou.cc:555/tv/[Hk]无线奖门
无线金曲欣赏,http://rihou.cc:555/tv/[Hk]无线金曲
黄金翡翠欣赏,http://rihou.cc:555/tv/[Hk]黄金翡翠
黄金华剧欣赏,http://rihou.cc:555/tv/[Hv]黄金华剧
HUB娱家欣赏,http://rihou.cc:555/tv/[Hk]HUB娱家
HUB都会欣赏,http://rihou.cc:555/tv/[Hk]HUB都会
Now华剧欣赏,http://rihou.cc:555/tv/[Hv]Now华剧
Now剧集欣赏,http://rihou.cc:555/tv/[Hv]Now剧集
Now紫金欣赏,http://rihou.cc:555/tv/[Hv]Now紫金
Now财经欣赏,http://rihou.cc:555/tv/[Mt]Now财经
Now直播欣赏,http://rihou.cc:555/tv/[Mt]Now直播
Now英超欣赏,http://rihou.cc:555/tv/[Hk]Now英超
Now英超壹赏,http://rihou.cc:555/tv/[XS]Now英超
Now英超贰赏,http://rihou.cc:555/tv/[xsI]Now英超
Now体育壹赏,http://rihou.cc:555/tv/[XS]Now体育
Now体育欣赏,http://rihou.cc:555/tv/[Mt]Now体育
无线体育欣赏,http://rihou.cc:555/tv/[Hk]无线体育
纬来体育欣赏,http://rihou.cc:555/tv/[Hk]纬来体育
VIUTV'壹欣赏,http://rihou.cc:555/tv/[Mt]VIUTV壹
VIUTV'贰欣赏,http://rihou.cc:555/tv/[Mt]VIUTV贰
VIUTV'粤欣赏,http://rihou.cc:555/tv/[Mt]VIUTV粤
VIUTV'粤欣赏,http://rihou.cc:555/tv/[Cx]VIUTV粤
VIUTV'英欣赏,http://rihou.cc:555/tv/[Mt]VIUTV英
RTHK-31欣赏,http://rihou.cc:555/tv/[Mt]RTHK-31
RTHK-31欣赏,http://rihou.cc:555/tv/[Cx]RTHK-31
RTHK-32欣赏,http://rihou.cc:555/tv/[Cx]RTHK-32
wwe格斗欣赏,http://rihou.cc:555/tv/[FY]wwe格斗
⬇️粤区资讯⬇️,http://rihou.cc:555/tv/v
广东珠江欣赏,http://rihou.cc:555/tv/[AtI]广东珠江
广东新闻欣赏,http://rihou.cc:555/tv/[AtI]广东新闻
广东民生欣赏,http://rihou.cc:555/tv/[AtI]广东民生
广东体育欣赏,http://rihou.cc:555/tv/[AtI]广东体育
广东湾区欣赏,http://rihou.cc:555/tv/[AtI]广东湾区
广东影视欣赏,http://rihou.cc:555/tv/[AtI]广东影视
广东经济欣赏,http://rihou.cc:555/tv/[AtI]广东经济
广东少儿欣赏,http://rihou.cc:555/tv/[AtI]广东少儿
广东卫视欣赏,http://rihou.cc:555/tv/[AtI]广东卫视
广东珠江欣赏,http://rihou.cc:555/tv/[At|]广东珠江
广东新闻欣赏,http://rihou.cc:555/tv/[At|]广东新闻
广东民生欣赏,http://rihou.cc:555/tv/[At|]广东民生
广东体育欣赏,http://rihou.cc:555/tv/[At|]广东体育
广东湾区欣赏,http://rihou.cc:555/tv/[At|]广东湾区
广东影视欣赏,http://rihou.cc:555/tv/[At|]广东影视
广东珠江欣赏,http://rihou.cc:555/tv/[Cx]广东珠江
广东体育欣赏,http://rihou.cc:555/tv/[Cx]广东体育
广州综合欣赏,http://rihou.cc:555/tv/[Cx]广州综合
广州新闻欣赏,http://rihou.cc:555/tv/[Cx]广州新闻
广州南国欣赏,http://rihou.cc:555/tv/[Cx]广州南国
⬇️全运开闭⬇️,http://rihou.cc:555/tv/v
全运开幕翡翠,http://rihou.cc:555/tv/[mv]开幕翡翠
全运开幕咪咕,http://rihou.cc:555/tv/[mv]开幕咪咕
全运闭幕咪咕,http://rihou.cc:555/tv/[mv]闭幕咪咕
⬇️万千星辉⬇️,http://rihou.cc:555/tv/v
万辉翡翠台庆,http://rihou.cc:555/tv/[mv]翡翠台庆
万辉走红地毯,http://rihou.cc:555/tv/[mv]走红地毯
⬇️万辉颁奖⬇️,http://rihou.cc:555/tv/v
万辉颁奖典礼,http://rihou.cc:555/tv/[mv]颁奖典礼
万辉礼红地毯,http://rihou.cc:555/tv/[mv]礼红地毯
⬇️欣赏频道⬇️,http://rihou.cc:555/tv/v
pₒₚc电影频流,http://tl.061833.xyz/tl/popc
Plus综合频流,http://tl.061833.xyz/tl/pluse
无线新闻频流,http://tl.061833.xyz/tl/null-11
无线翡翠频流,http://tl.061833.xyz/tl/null
无线明珠频流,http://tl.061833.xyz/tl/null-12
无线娱乐频流,http://tl.061833.xyz/tl/null-14
无线经典频流,http://tl.061833.xyz/tl/null-3
无线综合频流,http://tl.061833.xyz/tl/mytvsuperfree
无线戏曲频流,http://tl.061833.xyz/tl/null-15
无线粤片频流,http://tl.061833.xyz/tl/null-10
无线亚剧频流,http://tl.061833.xyz/tl/null-13 
无线华剧频流,http://tl.061833.xyz/tl/null-4 
无线少儿频流,http://tl.061833.xyz/tl/superkidschannel
无线赛马频流,http://tl.061833.xyz/tl/mytvsuper18 
黄金翡翠频流,http://tl.061833.xyz/tl/null-2 
黄金华剧频流,http://tl.061833.xyz/tl/null-9
天映经典频流,http://tl.061833.xyz/tl/null-1
国家地理频流,http://tl.061833.xyz/tl/lovenaturehd  
美亚电影频流,http://tl.061833.xyz/tl/null-5
中国电影频流,http://tl.061833.xyz/tl/null-6
AXN电影频流,http://tl.061833.xyz/tl/axn
KIX_韩综频流,http://tl.061833.xyz/tl/kix
ANIMAX'频流,http://tl.061833.xyz/tl/animax
rock娱乐频流,http://tl.061833.xyz/tl/rockaction
rock综艺频流,http://tl.061833.xyz/tl/rock
Nick儿童频流,http://tl.061833.xyz/tl/nickjr
Nick少儿频流,http://tl.061833.xyz/tl/nickelodeon
ZooMoo'频流,http://tl.061833.xyz/tl/zoomoo
广东珠江频道,http://m.061899.xyz/mg/gdzj
广东体育频道,http://m.061899.xyz/mg/gdty
广东民生频道,http://m.061899.xyz/mg/gdms
广东新闻频道,http://m.061899.xyz/mg/gdxw
广东影视频道,http://m.061899.xyz/mg/gdys
广东湾区频道,http://m.061899.xyz/mg/dwqws
凤凰电影频道,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
凤凰电影频道,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
星空电影频道,http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8
星空音乐频道,http://iot-mqqt.111yao.cn:8080/live/diyp_channelv.m3u8
星空卫视频道,http://xhyx.gz.cn:1698/hls/35/index.m3u8
星空卫视频道,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
亚洲卫视频道,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
香港卫视频道,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港C+_-频道,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
环球电视频道,http://utv1.hqtvzb.com:9999/hls/world.m3u8
私人影院频道,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
重温经典频道,http://m.061899.xyz/mg/cwjd
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
澳门莲花频道,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
澳视葡语频道,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯频道,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
澳门mac频道,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
番薯综合频道,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
tvbs闽南频道,http://61.221.215.25:8800/hls/9/index.m3u8
三立戏剧频道,http://61.221.215.25:8800/hls/41/index.m3u8
中天娱乐频道,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩频道,http://61.221.215.25:8800/hls/48/index.m3u8
动物星球频道,http://61.221.215.25:8800/hls/57/index.m3u8
民视闽南频道,rtmp://f13h.mine.nu/sat/tv051
中视闽南频道,rtmp://f13h.mine.nu/sat/tv091
华视闽南频道,rtmp://f13h.mine.nu/sat/tv111
台视闽南频道,rtmp://f13h.mine.nu/sat/tv071
非凡新闻频道,rtmp://f13h.mine.nu/sat/tv581
东森超视频道,rtmp://f13h.mine.nu/sat/tv331
纬来育乐频道,rtmp://f13h.mine.nu/sat/tv701
纬来日本频道,rtmp://f13h.mine.nu/sat/tv771
纬来体育频道,rtmp://f13h.mine.nu/sat/tv721
DAZN-体育壹,rtmp://f13h.mine.nu/sat/tv731
DAZN-体育贰,rtmp://f13h.mine.nu/sat/tv741
momo'tv频道,rtmp://f13h.mine.nu/sat/tv761
WWE_格斗高,http://plus.newdns.world:8080/OduLarge/UtKalQ6Vc7/7544
新视觉hd频道,http://120.76.248.139/live/bfgd/4200000249.m3u8             
北京卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/bjws4K.m3u8
东方卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/dfws4K.m3u8             
浙江卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/zjws4K.m3u8             
江苏卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/jsws4K.m3u8
深圳卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/szws4K.m3u8
广东卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/gdws4K.m3u8
山东卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/sdws4K.m3u8 
四川卫视频4k,http://180.114.162.2:2380/c3.cdn.hunancatv.com/live/scws4K.m3u8
北京卫视频4k,http://106.53.99.30/tv/bj.php?id=bjws4k
东方卫视频4k,http://106.53.99.30/tv/api.php?id=dfws4k
浙江卫视频4k,https://play-qukan.cztv.com/live/1758879019692345.m3u8
江苏卫视频4k,http://124.116.170.138:8081/rtp/239.111.205.64:5140
湖南卫视频4k,http://106.53.99.30/tv/api.php?id=hnws4k
广东卫视频4k,http://124.116.170.138:8081/rtp/239.111.205.103:5140 
深圳卫视频4k,http://106.53.99.30/tv/api.php?id=szws4k
山东卫视频4k,http://124.116.170.138:8081/rtp/239.111.205.66:5140
四川卫视频4k,http://124.116.170.138:8081/rtp/239.111.205.62:5140
北京卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.51:5140
东方卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.67:5140
浙江卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.65:5140
江苏卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.64:5140
湖南卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.63:5140
广东卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.103:5140
深圳卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.104:5140
山东卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.66:5140
四川卫视频4k,http://ddns.xryo.cn:8888/udp/239.111.205.62:5140
北京卫视频4k,http://49.235.65.250:600/beijing/beijing.php?id=bjws4k
深圳卫视频4k,https://livepull-tcms.sztv.com.cn/live/sz4Kpgm.m3u8
苏州4k频道超,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4k频道超,https://event.pull.hebtv.com:443/live/live101.m3u8
芒果4k频道超,https://ffmpeg.pendy.dpdns.org/mgtv/mgtv.m3u8
志愿军三HDtc,http://jx.999315.xyz/ffzy/20251002/45987_4fcd88ed/index.m3u8
东极岛国语hd,http://jx.999315.xyz/yzzy/20251004/1208_a58149d3/index.m3u8
南京照相馆'tc,https://cdn.yzzy29-play.com/20250728/431_66368270/index.m3u8
戏台国语超hd,http://jx.999315.xyz/yzzy/20250912/1627_97d01458/index.m3u8
浪浪山小妖hd,https://vodcnd10.rsfcxq.com/20250824/oJJqywWX/index.m3u8
哪吒魔童闹海,https://cdn.yzzy29-play.com/20250801/461_0353ab4c/index.m3u8
2025-9-3阅兵,http://jx.999315.xyz/yzzy/20250903/20785_ad349260/index.m3u8
正义必胜晚会,http://jx.999315.xyz/yzzy/20250905/21018_6395ac11/index.m3u8
阅兵装备详解,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8bc3d97bc5b9e4f037001991f54f4f9_258.mp4
朝鲜视角阅兵,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8be81aabc2e7a4f03700199282ce8e4_258.mp4
第一滴血全集,http://iptv77.iptv66.eu.org:35455/yy/1354932355
速度与激情集,http://iptv77.iptv66.eu.org:35455/yy/1382736911
雪中悍刀行剧,http://cfss.cc/cdn/hy/11336592.m3u8
庆余年一轮播,http://cfss.cc/cdn/hy/11352960.m3u8
庆余年二轮播,http://cfss.cc/cdn/hy/23740156.m3u8
美剧解说轮播,http://8.155.43.98:35455/douyu/9643264
经典美剧解说,http://8.155.43.98:35455/douyu/9123570
96笑傲江湖粤,http://8.155.43.98:35455/douyu/8912325
83射雕英雄传,http://iptv77.iptv66.eu.org:35455/yy/1354210357
95神雕侠侣粤,http://iptv77.iptv66.eu.org:35455/yy/1354926637
87经典红楼梦,http://iptv77.iptv66.eu.org:35455/yy/1382745084
新白娘子轮播,http://iptv77.iptv66.eu.org:35455/yy/1354930969
仙剑奇侠传剧,http://iptv77.iptv66.eu.org:35455/yy/1382749903
花千骨电视剧,http://iptv77.iptv66.eu.org:35455/yy/1354943110
鹊刀门传奇剧,http://iptv77.iptv66.eu.org:35455/yy/1355344777
传闻中的芊芊,http://cfss.cc/cdn/hy/21059608.m3u8
如懿传电视剧,http://cfss.cc/cdn/hy/29465868.m3u8
芈月传电视剧,http://cfss.cc/cdn/hy/11352975.m3u8
延禧攻略轮播,http://cfss.cc/cdn/hy/26355864.m3u8
与凤行电视剧,http://cfss.cc/cdn/hy/26355866.m3u8
柳舟记电视剧,http://cfss.cc/cdn/hy/23860039.m3u8
开端电视轮播,http://cfss.cc/cdn/hy/11342397.m3u8
我爱男保姆播,http://cfss.cc/cdn/hy/29581262.m3u8
欢乐颂电视剧,http://8.155.43.98:35455/douyu/3756989
好先生电视剧,http://8.155.43.98:35455/douyu/9650792
我的体育老师,http://iptv77.iptv66.eu.org:35455/yy/1382745169
如果岁月轮播,http://iptv77.iptv66.eu.org:35455/yy/1382736883
流金岁月轮播,http://iptv77.iptv66.eu.org:35455/yy/1382749906
我的前半生剧,http://iptv77.iptv66.eu.org:35455/yy/1382735564
伪装者电视剧,http://iptv77.iptv66.eu.org:35455/yy/1354936244
火蓝刀锋轮播,http://iptv77.iptv66.eu.org:35455/yy/1382737892
二炮手电视剧,http://iptv77.iptv66.eu.org:35455/yy/1354930964
炮神电视轮播,http://iptv77.iptv66.eu.org:35455/yy/22089862
风筝电视轮播,http://iptv77.iptv66.eu.org:35455/yy/1354931585
渗透电视轮播,http://cfss.cc/cdn/hy/30080244.m3u8
亮剑电视轮播,http://cfss.cc/cdn/hy/30080238.m3u8
雪豹电视轮播,http://cfss.cc/cdn/hy/29580970.m3u8
武林外传轮播,http://iptv77.iptv66.eu.org:35455/yy/1355652820
科幻Fans轮播,http://8.155.43.98:35455/douyu/3508304
科幻解说轮播,http://8.155.43.98:35455/douyu/9338839
科幻梦工场播,http://cfss.cc/cdn/hy/15152155.m3u8
脱口秀大会肆,http://cfss.cc/cdn/hy/30080243.m3u8
脱口秀大会伍,http://cfss.cc/cdn/hy/11352875.m3u8
娱乐扒叔轮播,http://8.155.43.98:35455/douyu/9624581
粤语综艺轮播,http://8.155.43.98:35455/douyu/7919720
粤语星爷电影,http://cfss.cc/cdn/hy/11336587.m3u8
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰电影频道,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
动作电影频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.94:8012%24%E5%B1%B1%E8%A5%BFuni2+
家庭影院频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.240:9820%24%E5%B1%B1%E8%A5%BFuni2+
影迷电影频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.93:8004%24%E5%B1%B1%E8%A5%BFuni2+
重温经典频道,http://120.76.248.139/live/bfgd/4200000635.m3u8
邵氏影院频视,http://8.155.43.98:35455/douyu/4246519
经典怀旧频道,https://pull.dxhmt.cn/tv/168666456yinyue123477.flv
经典音乐频道,https://pull.dxhmt.cn/tv/168666456yinyuy123477.flv
网页音乐,#genre#
⬇️全天直播⬇️,video://http://rihou.cc:555/tv/网页库播
音乐库播抖播,video://http://rihou.cc:555/tv/网页库播
音乐仓库抖播,http://rihou.cc:555/tv/音乐仓库抖09
翡翠音乐抖播,video://http://rihou.cc:555/tv/网页翡翠
怀旧音乐抖播,video://http://rihou.cc:555/tv/网页怀音
怀旧粤语抖播,video://http://rihou.cc:555/tv/网页怀粤
粤语经典抖播,video://http://rihou.cc:555/tv/网页粤经
BEYOND'抖播,video://http://rihou.cc:555/tv/网页B安
粤语讲故抖播,video://http://rihou.cc:555/tv/网页讲故
讲故粤语抖播,video://http://rihou.cc:555/tv/网页故讲
粤语故事抖播,video://http://rihou.cc:555/tv/网页故事
⬇️凯乔电台⬇️,video://http://rihou.cc:555/tv/网页电台
[21-24]抖直播,video://http://rihou.cc:555/tv/网页电台
欣赏音乐,#genre#
⬇️刘德华<今日>演唱会精彩片段⬇️,http://rihou.cc:555/tv/t
今日演唱会上,http://rihou.cc:555/tv/[mv]今日演上
今日演唱会中,http://rihou.cc:555/tv/[mv]今日演中
今日演唱会下,http://rihou.cc:555/tv/[mv]今日演下
抖精彩片段一,http://rihou.cc:555/tv/[mv]精彩片一
抖精彩片段二,http://rihou.cc:555/tv/[mv]精彩片二
今天演唱会一,http://rihou.cc:555/tv/[mv]今日演一
今天演唱会二,http://rihou.cc:555/tv/[mv]今日演二
今天演唱会三,http://rihou.cc:555/tv/[mv]今日演三
今天演唱会四,http://rihou.cc:555/tv/[mv]今日演四
⬇️湾区升明月电影音乐晚会⬇️,http://rihou.cc:555/tv/v
湾区电影晚会,http://jx.999315.xyz/yzzy/20250929/17368_087f472a/index.m3u8
⬇️欣赏粤韵音乐⬇️,http://rihou.cc:555/tv/v
海阔天空绝版,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8bda53107d42b010370019924cf1f9a_258.mp4
旧日的足迹版,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8c76cfbbc17c14f037001994b03cd07_258.mp4
灌篮AI黄家驹,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c0461f072ec101037001992f147f11_258.mp4
往日少年家驹,https://sns-video-default.xhscdn.com/stream/1/110/258/01e927e7581658b7010370019ac3e18182_258.mp4
爱情重口味播,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8bfa076bc7f7f4f037001992c8c570d_258.mp4
似水流年现场,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8bfa14dbc75c74f037001992c906e6c_258.mp4
[没出息]_二创,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8e9a72ae7d9e80103700199d0b76e2b_258.mp4
[没出息]_三创,https://sns-video-default.xhscdn.com/stream/79/110/258/01e90225867f602a4f0370019a3064d64e_258.mp4
粤语劲爆串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8ccfd682b29e5010370019960c10c99_258.mp4
粤语精选串烧,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8bfe4d0bd101e4f037001992d999551_258.mp4
粤语_PG'串烧,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8d89cc31cde8c4f037001998e2818b6_258.mp4
粤语-LAK串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8db8745e895c80103700199998b9637_258.mp4
粤语_FK迷幻1,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8dd43a2346c1f4f03700199a05404d2_258.mp4
粤语家驹串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8dfc99be7c5690103700199aa2ed5b3_258.mp4
粤语热门串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8efad98e89ffa0103700199e8582d78_258.mp4
粤语歌全串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8be4e1207f61d01037001992765d8f6_258.mp4
粤语抖音串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8dfce27e8a6cd0103700199aa4081b1_258.mp4
